02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Provincial Road,Along Provincial Road,CR-1,265.30
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Provincial Road,Along Provincial Road,CR-2,254.80
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Provincial Road,Along Provincial Road,CR-3,245.30
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Provincial Road,Along Provincial Road,CR-4,235.80
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Provincial Road,Along Provincial Road,RR-1,225.30
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Provincial Road,Along Provincial Road,RR-2,215.70
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Provincial Road,Along Provincial Road,RR-3,206.10
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Along Barangay Road,CR-1,118.80
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Along Barangay Road,CR-2,108.90
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Along Barangay Road,CR-3,99.90
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Along Barangay Road,CR-4,90.90
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Along Barangay Road,RR-1,81.00
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Along Barangay Road,RR-2,72.00
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Along Barangay Road,RR-3,63.00
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Interior Lots,RR,54.00
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Non-Contiguous Area (NCA),RR,45.00
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Riceland Irrigated,A1-1,28.80
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Riceland Irrigated,A1-2,27.90
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Riceland Irrigated,A1-3,26.10
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Riceland Irrigated,A1-4,24.30
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Riceland Unirrigated,A2-1,14.80
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Riceland Unirrigated,A2-2,13.50
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Riceland Unirrigated,A2-3,12.30
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Riceland Unirrigated,A2-4,11.50
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Upland,A3-1,11.90
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Upland,A3-2,11.20
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Upland,A3-3,10.50
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Coconut Land,A4-1,18.00
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Coconut Land,A4-2,17.10
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Coconut Land,A4-3,16.20
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Citrus Land,A5-1,15.30
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Citrus Land,A5-2,14.40
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Citrus Land,A5-3,13.50
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Fishpond,A6,28.50
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Cogon,A10,10.80
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Banana Land,A14-1,14.40
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Banana Land,A14-2,13.50
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Banana Land,A14-3,12.60
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Corn Land,A16-1,13.50
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Corn Land,A16-2,12.10
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Corn Land,A16-3,10.00
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Corn Land,A16-4,9.30
02-CAR (Cordillera Administrative Region),APAYAO,CALANASAN,BUCAROT,Along Barangay Road,Sugar Land,A17-1,14.40
