02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 1,ALL LOTS,Abra-Ilocos Norte Road,CR,"8,559.90"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 1,ALL LOTS,Abra-Ilocos Norte Road,RR,"6,359.40"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 1,ALL LOTS,Bersalona St.,CR,"5,877.90"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 1,ALL LOTS,Bersalona St.,RR,"4,366.80"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 1,ALL LOTS,Nalasin Road 1-7,CR,"5,877.90"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 1,ALL LOTS,Nalasin Road 1-7,RR,"4,366.80"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 1,ALL LOTS,Access Rd. to Benesa Compd.,CR,"5,877.90"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 1,ALL LOTS,Access Rd. to Benesa Compd.,RR,"4,366.80"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 1,ALL LOTS,INTERIOR LOTS,CR,"3,260.70"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 1,ALL LOTS,INTERIOR LOTS,RR,"2,422.80"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 2,ALL LOTS,Abra-Ilocos Norte Road,CR,"10,699.20"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 2,ALL LOTS,Abra-Ilocos Norte Road,RR,"7,772.40"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 2,ALL LOTS,Actividad-Economia Street 3,CR,"7,346.70"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 2,ALL LOTS,Actividad-Economia Street 3,RR,"5,337.00"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 2,ALL LOTS,Lazala St. 3,CR,"7,346.70"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 2,ALL LOTS,Lazala St. 3,RR,"5,337.00"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 2,ALL LOTS,Bowen St. 3,CR,"7,346.70"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 2,ALL LOTS,Bowen St. 3,RR,"5,337.00"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 2,ALL LOTS,Natividad St. 2,CR,"7,346.70"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 2,ALL LOTS,Natividad St. 2,RR,"5,337.00"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 2,ALL LOTS,Washington St. 3 & 4,CR,"7,346.70"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 2,ALL LOTS,Washington St. 3 & 4,RR,"5,337.00"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 2,ALL LOTS,INTERIOR LOTS,CR,"4,076.10"
02-CAR (Baguio City),ABRA,BANGUED,POBLACION ZONE 2,ALL LOTS,INTERIOR LOTS,RR,"2,961.00"
